serviceCharge,picturecount,pricetrend,livingSpace,baseRentRange,noRooms,noRoomsRange,livingSpaceRange,totalRent
170.0,21,2.4,65.0,3,2,2,3,590.0
130.0,4,0.0,56.29,1,3,3,2,415.0
100.0,10,6.61,36.0,5,1,1,1,800.0
135.0,5,5.14,79.5,7,3,3,3,1350.0
150.0,9,4.31,73.81,3,3,3,3,694.53
60.0,9,0.0,54.92,1,3,3,2,397.0
126.0,7,2.38,59.0,1,2,2,2,374.0
75.0,14,3.58,75.0,3,4,4,3,500.0
250.0,9,4.36,100.0,7,3,3,4,1650.0
154.0,9,1.72,54.19,2,2,2,2,457.0
170.0,10,1.56,60.0,2,2,2,2,520.0
120.0,5,1.51,88.0,3,3,3,4,550.0
200.0,13,5.73,104.96,7,3,3,5,1230.0
120.0,6,3.67,33.0,2,1,1,1,490.0
130.0,15,3.97,75.0,5,3,3,3,930.0
132.0,7,1.17,52.89,5,2,2,2,820.0
200.0,22,2.46,165.0,8,5,5,7,2015.0
125.0,10,2.8,82.0,4,2,2,4,535.0
146.0,14,3.45,80.44,4,3,3,3,709.0
94.0,9,0.0,45.91,1,2,2,2,359.0
250.0,16,4.4,112.06,7,4,4,5,1465.0
90.0,0,2.29,80.0,2,3,3,3,430.0
50.0,5,1.79,27.0,1,2,2,1,300.0
220.0,16,3.66,140.0,3,3,3,6,700.0
200.0,7,5.87,98.61,7,4,4,4,1620.0
100.0,1,5.43,26.0,2,1,1,1,450.0
56.0,2,1.82,46.79,1,2,2,2,369.0
280.0,15,5.75,64.0,7,2,2,3,1480.0
115.0,8,4.07,73.18,5,2,2,3,825.0
250.0,11,3.77,130.0,5,2,2,6,1000.0
240.0,8,4.84,163.0,7,5,5,7,1340.0
60.0,5,1.44,56.5,1,3,3,2,476.0
120.0,17,5.48,59.0,4,2,2,2,640.0
199.0,8,5.67,66.34,6,2,2,3,1261.02
139.3,22,4.21,69.65,5,2,2,3,1035.1
121.0,6,3.09,62.38,3,3,3,3,617.47
180.0,1,2.08,71.0,2,4,4,3,560.0
170.0,20,3.03,75.0,3,3,3,3,620.0
140.0,4,5.48,35.0,2,1,1,1,540.0
120.0,7,0.81,57.6,2,2,2,2,482.0
57.0,3,0.54,56.2,1,3,3,2,390.0
120.0,7,3.27,49.0,4,2,2,2,640.0
120.0,10,4.87,60.93,2,2,2,2,520.0
160.0,22,4.17,111.0,6,3,3,5,1070.0
150.0,8,6.96,95.0,7,3,3,4,1600.0
190.0,8,4.62,95.0,6,3,3,4,1180.0
160.0,0,2.25,79.0,3,3,3,3,610.0
295.0,14,10.09,60.78,7,2,2,2,1320.0
130.0,9,3.03,65.0,5,2,2,3,910.0
100.0,14,0.0,51.43,1,2,2,2,370.0
0.0,9,1.54,45.0,6,2,2,2,1000.0
50.38,9,1.64,55.98,1,3,3,2,319.08
120.0,10,4.69,130.0,7,5,5,6,1250.0
250.0,12,6.09,104.0,6,3,3,5,1180.0
110.0,18,5.08,70.0,5,3,3,3,760.0
144.0,13,1.49,71.19,3,2,2,3,569.0
150.0,5,3.0,71.0,3,3,3,3,605.0
190.0,12,2.99,74.0,4,3,3,3,745.0
63.0,20,6.47,143.0,7,3,3,6,1213.0
220.0,17,0.89,80.0,4,2,2,3,820.0
250.0,21,4.76,146.1,7,3,3,6,1300.0
100.0,5,3.7,35.0,2,1,1,1,405.0
135.0,9,5.51,63.36,3,2,2,3,635.0
100.0,30,3.62,65.0,4,2,2,3,650.0
145.0,12,2.88,57.5,4,2,2,2,720.0
120.0,14,3.23,65.0,3,2,2,3,570.0
65.0,4,1.92,68.78,2,3,3,3,484.0
130.0,13,2.53,103.0,5,3,3,5,748.0
60.0,15,1.05,50.0,1,2,2,2,280.0
120.0,12,1.69,73.61,2,4,4,3,538.0
70.0,7,3.9,79.0,4,3,3,3,720.0
330.0,12,2.99,110.0,6,3,3,5,1400.0
130.0,7,2.17,48.11,2,2,2,2,457.0
157.95,0,0.0,81.0,2,3,3,4,552.45
50.0,10,9.26,38.7,4,1,1,1,652.1
228.0,19,3.25,91.0,7,3,3,4,1275.0
185.0,8,4.92,72.0,3,3,3,3,635.0
130.0,8,1.64,80.0,5,2,2,3,750.0
129.0,20,4.29,58.0,5,2,2,2,825.0
176.0,2,6.56,92.0,7,4,4,4,1356.0
405.0,3,0.8,192.84,7,7,5,7,1505.0
250.0,11,1.01,72.0,5,2,2,3,900.0
185.0,2,3.1,51.4,2,2,2,2,515.0
200.0,12,5.0,61.3,7,3,3,3,1395.0
180.0,10,2.64,70.44,2,2,2,3,560.0
270.0,9,4.26,72.11,5,3,3,3,990.0
80.0,5,3.33,50.0,1,2,2,2,370.0
39.0,5,0.0,32.32,1,1,1,1,266.0
190.0,13,4.89,80.0,5,3,3,3,980.0
300.0,8,3.2,90.0,5,4,4,4,940.0
109.0,12,4.42,108.85,6,5,5,5,929.0
115.0,5,3.09,63.66,3,3,3,3,592.45
160.0,16,5.33,66.0,5,2,2,3,910.0
97.0,2,2.0,40.3,1,2,2,1,347.0
290.0,10,5.18,89.0,6,2,2,4,1190.0
104.0,7,3.67,56.04,2,2,2,2,496.28
85.0,7,1.72,84.44,2,4,4,4,575.0
80.0,11,2.98,51.0,3,2,2,2,530.0
170.0,10,3.24,58.0,5,2,2,2,870.0
90.0,5,2.21,42.0,1,1,1,2,315.0
140.0,14,1.94,67.0,1,2,2,3,415.0
105.0,7,3.17,52.08,2,2,2,2,579.6
150.0,7,4.05,60.0,4,2,2,2,750.0
137.0,6,8.75,48.0,2,1,1,2,499.0
130.0,4,2.25,85.0,4,3,3,4,650.0
118.0,11,0.79,58.0,1,3,3,2,383.0
130.0,15,1.59,97.0,5,4,4,4,810.0
140.0,12,3.03,76.43,5,3,3,3,830.0
250.0,8,1.32,105.0,7,3,3,5,1500.0
110.0,9,3.49,60.0,3,3,3,2,530.0
270.0,14,3.67,88.55,6,3,3,4,1269.0
160.0,12,5.0,71.0,2,3,3,3,540.0
45.0,13,2.08,34.71,2,2,2,1,420.0
150.0,11,4.35,84.18,5,3,3,4,777.15
82.0,9,3.23,46.0,1,2,2,2,334.0
80.0,7,5.56,88.0,4,3,3,4,690.0
60.0,27,3.61,84.0,5,2,2,4,918.0
150.0,4,4.08,112.5,6,4,4,5,1050.0
150.0,11,0.68,96.0,7,3,3,4,1100.0
160.0,18,3.68,63.0,4,2,2,3,670.0
60.0,22,0.93,60.0,3,2,2,2,595.0
141.0,3,3.51,61.98,2,3,3,3,491.0
128.0,12,3.31,85.0,2,3,3,4,709.65
135.0,1,8.19,85.5,5,3,3,4,780.0
170.0,12,2.95,52.0,2,2,2,2,515.0
75.0,6,4.26,75.0,2,2,2,3,520.0
185.0,15,0.9,73.5,2,3,3,3,585.0
251.0,5,0.0,76.29,1,4,4,3,540.0
40.0,27,5.88,65.0,5,2,2,3,700.0
92.0,10,3.7,32.61,1,1,1,1,288.0
100.0,8,2.22,120.0,3,5,5,5,670.0
135.0,10,6.9,54.0,4,2,2,2,694.0
175.0,17,5.26,98.0,7,4,4,4,1325.0
125.0,6,1.02,63.44,3,2,2,3,535.0
110.0,14,5.11,32.41,1,1,1,1,369.0
133.0,12,3.81,66.5,4,2,2,3,665.0
77.22,7,5.03,35.1,1,1,1,1,351.0
130.0,20,4.82,65.0,4,2,2,3,680.0
105.0,7,3.13,63.46,3,2,2,3,523.84
240.0,11,1.07,116.0,7,4,4,5,1507.0
150.2,3,0.59,65.3,1,3,3,3,369.53
220.0,6,2.78,85.36,5,3,3,4,870.0
100.0,6,2.12,113.39,2,1,1,5,760.0
100.0,9,3.62,70.0,3,3,3,3,625.0
170.0,13,3.8,71.07,4,3,3,3,715.0
55.0,9,-0.82,50.0,1,2,2,2,320.0
160.0,11,5.8,71.55,5,3,3,3,830.0
35.0,1,1.68,31.5,1,2,2,1,232.0
185.0,13,2.9,59.73,3,2,2,2,650.0
150.0,8,2.87,55.0,5,2,2,2,755.0
62.0,3,3.08,29.26,1,1,1,1,309.45
187.0,5,3.51,64.3,5,2,2,3,940.0
200.0,16,3.9,130.0,5,5,5,6,1000.0
90.0,16,2.44,97.0,6,3,3,4,1040.0
150.0,9,1.72,65.0,2,2,2,3,500.0
120.0,6,3.51,65.0,2,3,3,3,579.0
135.0,3,1.54,67.0,3,3,3,3,570.0
120.0,11,1.8,58.25,1,3,3,2,410.0
165.0,1,3.13,76.0,3,3,3,3,630.0
220.0,6,5.02,101.69,7,2,2,5,1390.0
180.0,9,2.88,69.0,5,3,3,3,900.0
120.0,10,3.33,38.0,1,1,1,1,455.0
100.0,7,4.53,40.0,3,2,2,1,540.0
130.0,1,2.82,50.0,2,3,3,2,510.0
180.0,11,4.42,84.0,5,3,3,4,980.0
179.0,3,1.75,74.0,3,3,3,3,597.1
75.0,15,3.23,48.5,3,2,2,2,500.0
250.0,16,6.41,150.0,7,4,4,6,1530.0
200.0,12,0.9,100.0,2,3,3,4,600.0
0.0,13,7.14,22.0,5,1,1,1,650.0
190.0,2,4.29,87.3,6,3,3,4,1085.0
140.0,3,2.19,65.6,2,3,3,3,465.0
100.0,7,4.63,30.0,3,1,1,1,599.0
0.0,9,0.51,80.0,6,2,2,3,895.0
180.0,10,2.53,55.0,4,2,2,2,780.0
130.0,15,0.98,61.0,1,2,2,3,415.0
210.0,11,5.03,65.2,4,2,2,3,760.0
187.63,3,1.88,57.39,3,3,3,2,654.0
133.0,14,3.41,53.15,4,1,1,2,712.0
155.0,3,4.55,65.19,3,2,2,3,579.0
215.0,5,3.63,135.0,7,3,3,6,1455.0
72.0,3,2.63,33.0,1,1,1,1,239.0
91.8,9,2.08,61.2,2,3,3,3,501.84
250.0,1,5.49,83.0,6,4,4,4,1080.0
140.0,15,3.79,71.0,7,1,1,3,1200.0
127.9,2,2.12,66.0,2,2,2,3,519.72
178.0,6,4.72,63.36,6,2,2,3,1035.0
100.0,8,2.81,30.0,1,2,2,1,310.0
90.0,7,0.38,77.98,2,3,3,3,549.0
110.0,12,0.37,46.0,1,2,2,2,360.0
180.0,0,5.26,65.0,2,2,2,3,580.0
130.0,3,1.56,83.0,4,3,3,4,677.8
155.0,13,8.91,72.0,8,2,2,3,1845.0
131.0,15,9.26,93.0,7,3,3,4,1491.0
164.0,7,0.0,83.0,3,4,4,4,629.0
147.0,27,1.76,55.63,2,2,2,2,453.0
107.0,16,3.42,76.92,2,2,2,3,599.0
218.0,11,5.69,99.03,5,4,4,4,911.0
110.0,12,4.7,51.0,5,2,2,2,790.0
125.0,6,0.72,63.0,1,2,2,3,424.0
145.0,5,3.99,51.0,5,2,2,2,860.0
64.34,9,-1.14,46.62,1,2,2,2,372.96
80.0,13,3.28,78.4,3,3,3,3,580.0
344.0,4,5.18,107.6,7,3,3,5,1544.0
170.0,11,4.99,103.0,5,4,4,5,1000.0
84.0,14,0.53,41.71,1,2,2,2,332.0
150.0,10,4.07,67.0,5,3,3,3,1000.0
80.0,5,2.97,70.0,2,3,3,3,475.0
202.0,8,2.78,79.0,3,2,2,3,726.0
198.0,6,3.64,90.0,7,3,3,4,1278.0
101.0,5,1.1,62.77,2,2,2,3,508.24
155.0,6,2.35,67.0,2,2,2,3,485.0
175.0,10,4.24,106.0,5,3,3,5,895.0
120.0,19,8.79,100.4,8,3,3,4,1626.0
400.0,13,5.11,160.98,7,3,3,7,1600.0
250.0,29,2.08,130.0,4,4,4,6,870.0
73.0,15,-2.08,55.5,2,2,2,2,433.0
70.0,1,3.67,54.0,1,2,2,2,437.0
76.75,9,2.39,61.4,1,2,2,3,442.08
150.0,9,3.34,57.98,4,2,2,2,670.0
120.0,10,0.54,61.0,1,2,2,3,395.0
150.0,8,1.91,70.8,2,2,2,3,470.0
70.0,8,4.69,45.0,3,2,2,2,499.0
65.0,7,1.76,57.68,2,2,2,2,450.0
320.0,8,4.01,109.22,7,3,3,5,1670.0
60.0,10,1.85,53.0,2,2,2,2,480.0
130.0,12,1.96,68.19,3,3,3,3,600.0
73.0,8,3.01,70.0,6,2,2,3,1021.0
200.0,9,3.77,100.0,6,3,3,4,1190.0
220.0,14,4.0,140.0,7,4,4,6,1350.0
109.0,8,4.17,39.2,6,2,2,1,1176.0
285.0,33,3.8,97.5,6,3,3,4,1275.0
100.0,13,9.71,35.0,3,1,1,1,600.0
200.0,18,4.99,56.49,7,2,2,2,1295.0
70.0,3,3.09,60.0,2,2,2,2,500.0
120.0,6,4.33,45.0,3,2,2,2,530.0
100.0,13,3.3,82.0,5,3,3,4,797.0
121.0,10,3.58,78.0,3,3,3,3,619.1
220.0,2,1.85,100.78,3,4,4,4,700.0
215.0,13,2.56,81.06,7,3,3,4,1255.0
115.0,12,1.24,66.0,2,2,2,3,500.0
136.0,11,4.25,62.61,3,3,3,3,562.0
55.0,9,2.1,55.0,1,2,2,2,360.0
50.0,3,3.39,27.0,1,1,1,1,300.0
157.0,4,0.19,65.45,2,3,3,3,539.0
80.0,3,3.25,75.0,3,3,3,3,680.0
240.0,6,4.76,66.54,5,2,2,3,985.0
180.0,6,5.5,83.0,6,3,3,4,1100.0
170.0,9,3.57,90.0,5,3,3,4,950.0
120.0,21,4.21,104.0,5,4,4,5,990.0
120.0,4,5.34,67.65,5,1,1,3,890.0
122.0,5,0.0,62.7,2,2,2,3,442.0
50.0,13,4.35,37.35,1,1,1,1,285.0
49.0,9,0.18,49.4,1,2,2,2,376.0
150.0,9,3.85,85.0,3,4,4,4,650.0
100.0,8,3.28,34.87,3,1,1,1,550.0
150.0,10,4.67,54.0,5,1,1,2,906.0
90.0,10,1.96,117.8,5,4,4,5,750.0
150.0,12,6.82,65.0,5,2,2,3,940.0
150.0,14,3.77,80.0,4,3,3,3,690.0
70.0,12,5.33,60.0,4,2,2,2,719.0
87.0,8,8.7,35.69,3,1,1,1,526.0
0.0,31,2.0,138.0,9,3,3,6,2860.0
0.0,8,-0.09,47.0,7,2,2,2,1025.0
80.0,8,3.16,70.0,5,2,2,3,730.0
125.0,24,0.73,55.0,2,2,2,2,440.0
236.0,11,7.41,86.51,6,4,4,4,1135.0
280.0,66,4.69,115.0,7,3,3,5,1670.0
126.0,7,4.81,56.81,5,2,2,2,750.91
132.0,10,2.46,58.81,1,2,2,2,465.0
110.0,10,3.08,45.0,2,1,1,2,500.0
175.0,2,1.89,56.21,2,2,2,2,484.16
140.0,11,2.89,63.0,4,2,2,3,660.0
49.0,9,0.36,49.25,1,2,2,2,374.0
230.0,13,5.78,82.0,5,3,3,4,850.0
40.0,6,2.61,28.0,1,1,1,1,280.0
138.0,3,0.19,57.4,2,2,2,2,465.0
185.0,6,2.41,78.0,2,3,3,3,535.0
60.0,5,3.21,68.5,2,3,3,3,485.0
140.0,8,3.23,92.0,4,3,3,4,690.0
250.0,4,4.89,64.1,7,2,2,3,1400.0
90.0,3,0.0,72.27,2,4,4,3,531.0
280.0,2,4.38,120.0,5,4,4,5,1050.0
76.0,7,4.69,48.0,2,2,2,2,465.0
170.0,7,5.6,52.98,2,2,2,2,560.0
100.0,8,3.13,66.67,5,2,2,3,840.0
138.0,8,6.13,58.78,5,2,2,2,876.0
160.0,5,4.59,72.48,6,2,2,3,1169.0
144.2,6,3.57,57.68,1,2,2,2,432.6
180.0,8,4.25,77.78,4,2,2,3,770.0
124.0,3,-0.2,62.0,1,2,2,3,410.0
114.0,6,4.8,54.0,4,2,2,2,700.99
200.0,11,0.88,43.0,4,2,2,2,750.0
135.0,10,4.31,30.0,1,1,1,1,360.0
100.0,11,2.54,60.0,3,1,1,2,520.0
70.0,1,5.0,70.0,3,3,3,3,610.0
63.0,5,0.18,66.03,1,3,3,3,466.0
252.0,17,3.58,104.89,7,4,4,5,1573.61
65.0,2,-0.16,52.38,2,2,2,2,425.0
61.0,9,4.33,50.0,1,2,2,2,426.0
122.5,21,1.47,97.07,5,3,3,4,1015.0
190.0,1,3.09,75.41,2,3,3,3,386.78
100.0,12,2.97,66.0,3,3,3,3,562.0
95.0,10,1.65,59.39,2,3,3,2,478.0
150.0,5,5.0,65.0,4,2,2,3,666.0
100.0,10,2.79,64.0,3,3,3,3,510.0
200.0,19,4.17,77.71,7,2,2,3,1250.0
60.66,8,0.97,49.7,1,2,2,2,337.17
164.0,5,3.26,64.0,2,2,2,3,514.0
90.0,22,1.59,56.0,2,3,3,2,426.0
90.0,2,2.13,48.91,2,2,2,2,456.0
165.0,9,4.67,73.5,5,2,2,3,835.0
155.8,2,0.16,103.86,6,4,4,5,1038.64
67.0,14,2.72,24.2,1,1,1,1,309.0
77.5,21,2.77,77.5,5,2,2,3,902.5
123.0,5,4.62,46.59,2,2,2,2,439.56
350.0,13,3.8,125.0,7,4,4,6,1400.0
120.0,11,1.18,62.0,3,2,2,3,527.0
102.0,5,3.28,53.27,2,2,2,2,530.0
120.0,14,1.95,48.3,3,2,2,2,600.0
120.0,9,4.48,70.0,2,3,3,3,505.0
90.0,12,1.46,47.58,3,2,2,2,515.0
166.26,4,2.91,61.58,2,2,2,3,504.95
68.0,10,0.92,55.61,1,3,3,2,430.0
355.0,9,6.15,98.0,7,3,3,4,1805.0
200.0,19,7.48,78.0,6,3,3,3,1136.0
254.0,1,4.16,73.06,8,2,2,3,1826.5
70.0,28,3.37,35.0,3,1,1,1,530.0
193.64,15,1.79,96.82,3,2,2,4,680.64
118.0,9,2.94,59.19,3,3,3,2,650.0
150.0,7,5.06,68.36,6,2,2,3,1090.0
150.0,8,1.2,55.0,3,2,2,2,576.0
0.0,0,2.85,59.2,6,2,2,2,835.0
150.0,14,0.61,70.4,1,3,3,3,424.56
180.0,13,5.71,165.0,5,5,5,7,1000.0
190.0,9,2.0,74.0,2,4,4,3,575.0
260.0,6,3.33,107.0,5,3,3,5,955.0
130.0,13,8.79,64.55,7,2,2,3,1350.0
100.0,12,3.08,84.0,4,3,3,4,630.0
170.0,12,2.25,68.98,5,2,2,3,898.0
79.0,7,2.07,52.8,1,2,2,2,438.0
150.0,7,4.49,77.0,6,3,3,3,1090.0
300.0,11,5.43,140.0,7,5,5,6,1800.0
100.0,11,3.77,39.86,1,2,2,1,360.0
135.0,20,2.19,93.0,3,2,2,4,725.0
130.0,2,0.0,47.79,1,2,2,2,340.0
200.0,10,3.06,90.0,7,4,4,4,1300.0
130.0,3,1.72,49.0,2,2,2,2,440.0
130.0,16,6.49,140.81,9,4,4,6,2930.0
210.0,5,3.2,82.85,6,3,3,4,1080.0
48.0,1,2.08,33.5,1,1,1,1,246.0
145.5,15,1.9,58.2,3,2,2,2,611.1
180.0,8,5.04,90.0,2,3,3,4,580.0
140.0,8,3.58,100.0,6,3,3,4,990.0
136.24,11,4.24,52.4,3,2,2,2,581.64
150.0,26,1.02,69.88,2,3,3,3,530.0
140.0,9,0.64,70.0,3,3,3,3,560.0
75.0,12,4.92,67.24,2,2,2,3,485.0
300.0,19,2.72,108.0,5,4,4,5,1090.0
170.0,10,2.0,76.0,2,2,2,3,528.0
180.0,11,4.48,120.0,5,4,4,5,940.0
260.0,8,5.5,72.0,8,2,2,3,1990.0
165.0,5,5.02,82.48,7,3,3,4,1422.0
220.0,21,6.25,55.0,6,2,2,2,1180.0
300.0,18,3.92,150.0,7,3,3,6,1425.0
129.0,2,3.9,61.5,4,2,2,3,780.9
104.0,7,4.89,58.36,5,2,2,2,869.96
50.0,5,4.0,37.97,2,2,2,1,426.73
140.0,7,1.27,49.0,2,2,2,2,458.0
200.0,15,2.79,106.0,5,3,3,5,970.0
60.0,10,2.64,73.9,2,3,3,3,489.94
450.0,21,3.73,216.0,9,5,5,7,2730.0
96.25,12,4.29,77.0,4,2,2,3,627.55
120.0,8,3.92,60.0,1,3,3,2,395.0
100.0,0,3.58,170.0,7,5,5,7,1120.0
150.0,6,0.73,61.5,2,2,2,3,494.0
230.0,13,5.09,83.0,7,3,3,4,1480.0
230.0,4,4.45,89.87,7,3,3,4,1580.0
245.0,27,3.63,74.0,5,3,3,3,940.0
33.0,8,3.85,32.61,1,1,1,1,297.0
158.0,11,1.8,94.0,6,3,3,4,1198.0
190.0,8,5.04,70.0,6,3,3,3,1030.0
99.0,13,5.88,42.0,6,2,2,2,998.0
38.0,3,1.49,37.96,1,2,2,1,340.0
110.0,10,3.56,43.0,4,2,2,2,705.0
70.0,10,7.21,66.48,5,2,2,3,800.34
110.0,11,2.18,55.51,1,2,2,2,390.0
200.0,12,3.48,57.0,3,2,2,2,650.0
130.0,10,3.82,55.0,5,2,2,2,740.0
270.0,1,3.71,89.1,6,3,3,4,1220.0
200.0,9,1.43,79.0,4,3,3,3,693.5
90.0,14,3.39,65.0,1,3,3,3,385.0
40.0,7,1.22,26.56,1,1,1,1,292.76
120.0,6,1.81,62.5,4,2,2,3,682.0
160.0,11,3.56,75.0,3,2,2,3,620.0
150.0,10,4.81,180.62,8,4,4,7,2050.0
150.0,13,2.69,72.25,3,2,2,3,675.0
105.0,9,2.72,64.9,2,3,3,3,550.0
108.0,14,3.6,105.93,5,3,3,5,1032.48
93.45,13,0.77,52.65,1,2,2,2,342.45
0.0,9,4.81,39.0,5,1,1,1,665.0
220.0,19,4.29,120.0,7,4,4,5,1240.0
110.0,9,4.84,53.0,2,2,2,2,430.0
98.0,8,3.14,51.0,1,2,2,2,459.0
155.0,9,0.8,70.0,1,2,2,3,445.0
305.0,8,5.17,109.0,7,4,4,5,1695.0
170.0,5,4.63,58.0,5,2,2,2,1100.0
162.0,19,2.59,64.47,1,4,4,3,459.0
60.0,15,2.99,51.0,2,2,2,2,499.0
120.0,11,3.87,63.8,2,3,3,3,535.0
160.0,8,8.24,71.19,5,3,3,3,799.0
90.0,2,3.19,54.74,2,2,2,2,520.0
232.0,12,3.28,68.25,3,3,3,3,716.0
234.0,12,3.41,80.8,3,3,3,3,655.0
160.0,7,1.95,75.6,2,4,4,3,500.0
180.0,11,4.45,103.0,7,3,3,5,1480.0
40.0,12,1.82,50.17,1,2,2,2,324.82
90.0,9,2.0,55.0,3,2,2,2,620.0
104.0,10,0.0,47.0,1,2,2,2,339.0
200.0,9,2.65,70.56,3,2,2,3,620.0
120.0,5,3.54,56.56,1,3,3,2,400.0
116.0,2,1.0,50.6,1,2,2,2,386.0
139.0,5,0.0,62.83,2,3,3,3,467.0
278.0,11,4.55,116.0,7,4,4,5,1673.0
180.0,4,3.13,77.0,6,2,2,3,1162.0
120.0,5,4.92,45.0,2,1,1,2,470.0
210.0,6,2.82,114.0,6,3,3,5,1065.0
70.0,11,11.0,51.0,5,2,2,2,759.0
130.0,16,4.13,84.0,5,3,3,4,890.0
210.0,15,3.18,115.0,6,3,3,5,1070.0
55.26,8,1.34,44.67,1,2,2,2,350.0
150.0,8,1.22,46.01,4,1,1,2,749.0
77.68,3,1.59,59.75,2,3,3,2,457.1
115.0,16,3.55,50.0,3,1,1,2,610.0
162.0,6,1.75,81.0,4,3,3,4,729.0
200.0,10,1.78,110.0,6,4,4,5,1090.0
120.0,12,1.95,103.1,7,4,4,5,1285.0
200.0,2,3.76,85.0,5,3,3,4,985.0
120.0,9,3.26,96.5,6,3,3,4,940.0
140.0,14,4.81,53.89,5,2,2,2,890.0
95.0,9,3.8,68.14,2,3,3,3,559.0
124.0,8,8.28,42.45,5,1,1,2,806.0
70.0,8,1.72,70.0,2,4,4,3,490.0
85.0,8,2.78,35.27,2,1,1,1,425.0
75.0,14,4.88,47.67,5,1,1,2,745.0
96.0,6,1.24,50.0,1,2,2,2,416.0
157.6,14,5.64,56.29,5,2,2,2,796.6
0.0,13,5.36,13.0,2,1,1,1,400.0
240.0,7,2.55,117.0,5,4,4,5,990.0
130.0,12,7.0,84.44,7,3,3,4,1350.0
190.0,8,6.17,46.0,4,2,2,2,790.0
145.0,5,3.28,73.0,2,3,3,3,475.0
350.0,14,3.6,180.0,6,5,5,7,1250.0
60.0,7,0.59,26.5,1,1,1,1,185.0
163.0,8,5.91,75.5,7,3,3,3,1356.44
100.0,4,4.9,64.34,7,3,3,3,1130.0
140.0,16,3.01,57.0,1,3,3,2,389.0
140.0,10,3.85,65.0,1,3,3,3,420.0
330.0,27,4.85,157.0,8,4,4,7,2060.0
160.0,14,4.04,75.0,5,2,2,3,855.0
127.16,7,4.67,74.8,5,2,2,3,973.68
100.0,7,0.57,65.0,2,2,2,3,420.0
120.0,7,5.09,56.0,2,2,2,2,510.0
60.0,7,3.85,26.0,1,1,1,1,350.0
0.0,18,5.81,60.0,5,3,3,2,795.0
100.0,6,5.71,66.0,5,2,2,3,820.0
65.0,4,2.96,75.0,3,3,3,3,590.0
70.0,10,5.58,68.0,2,2,2,3,464.4
264.0,12,7.16,99.36,6,3,3,4,1069.0
240.0,15,4.76,115.4,7,4,4,5,1795.0
178.0,11,4.7,57.87,3,3,3,2,659.25
250.0,11,5.75,105.64,6,4,4,5,1310.0
90.0,10,3.28,70.0,2,2,2,3,480.0
101.44,56,2.81,46.11,1,2,2,2,345.82
70.0,13,1.57,91.0,5,2,2,4,845.0
0.0,19,7.92,65.0,9,2,2,3,2190.0
110.0,3,6.67,90.03,4,4,4,4,695.0
150.0,5,5.33,79.0,4,2,2,3,669.0
47.0,8,1.52,41.8,1,2,2,2,335.0
160.0,16,2.54,80.81,3,3,3,3,590.0
76.0,11,0.59,44.62,3,2,2,2,529.0
160.0,13,3.6,100.0,7,4,4,4,1240.0
300.0,7,4.8,79.0,7,3,3,3,1750.0
356.0,10,8.7,160.24,9,3,3,7,2523.85
250.0,26,2.91,73.49,5,3,3,3,1000.0
275.0,11,4.32,80.38,6,2,2,3,1091.0
100.36,32,2.67,100.36,7,4,4,4,1274.36
76.3,7,1.98,59.34,1,3,3,2,450.0
73.0,5,2.56,56.25,3,2,2,2,639.0
45.0,9,4.36,33.0,2,1,1,1,440.0
69.0,8,0.92,57.31,1,3,3,2,422.0
220.0,4,3.87,73.63,6,2,2,3,1200.0
130.0,4,3.4,65.0,5,2,2,3,810.0
40.0,4,1.94,68.0,2,3,3,3,440.0
65.0,10,0.63,64.9,1,3,3,3,389.0
110.0,8,4.69,59.34,2,2,2,2,463.13
214.0,19,5.18,96.0,7,3,3,4,1454.0
90.0,14,1.72,74.2,3,4,4,3,555.0
273.19,4,3.33,120.35,7,3,3,5,1597.04
58.93,2,1.73,57.29,2,2,2,2,459.96
180.0,6,5.2,110.0,7,4,4,5,1335.0
70.0,8,3.07,43.48,2,1,1,2,390.0
140.0,10,-1.26,80.0,5,3,3,3,940.0
197.35,13,2.82,78.94,6,2,2,3,1065.69
80.0,15,2.53,29.88,2,1,1,1,470.0
180.0,8,7.51,59.2,4,2,2,2,723.2
140.0,0,2.89,95.79,3,4,4,4,766.08
94.0,10,2.21,42.65,6,2,2,2,1051.0
62.0,3,2.58,27.82,1,1,1,1,237.0
223.0,25,3.39,101.19,4,4,4,5,822.0
160.0,5,3.28,60.26,1,3,3,2,410.0
120.0,1,6.0,44.56,2,2,2,2,453.01
185.0,23,3.63,88.0,5,3,3,4,895.0
100.0,19,0.0,88.0,2,4,4,4,590.0
84.0,15,4.9,47.0,5,1,1,2,804.0
130.0,14,4.0,52.0,2,2,2,2,520.0
35.0,9,1.89,66.88,7,3,3,3,1305.72
129.01,3,0.59,56.1,1,3,3,2,395.32
250.0,12,2.61,100.0,6,4,4,4,1170.0
39.0,5,2.53,65.92,2,3,3,3,369.0
105.0,7,0.0,47.0,1,2,2,2,320.0
200.0,17,2.25,83.0,7,3,3,4,1250.0
180.0,21,3.85,63.0,3,2,2,3,680.0
75.0,3,6.76,32.0,3,1,1,1,540.0
200.0,15,4.81,120.0,7,4,4,5,1400.0
80.0,18,2.15,96.0,6,3,3,4,1030.0
170.0,7,4.25,76.99,6,3,3,3,1133.0
130.0,2,3.41,59.0,3,2,2,2,575.0
180.0,15,1.58,95.28,3,4,4,4,680.0
250.0,11,3.28,63.0,6,2,2,3,1150.0
