serviceCharge,picturecount,pricetrend,livingSpace,baseRentRange,noRooms,noRoomsRange,livingSpaceRange,totalRent
154.0,5,6.83,81.42,7,3,3,4,1625.37
110.0,10,2.87,50.0,2,2,2,2,490.0
174.0,15,2.74,75.0,4,2,2,3,723.0
172.0,5,3.27,67.0,3,2,2,3,607.0
200.0,11,4.45,75.0,7,3,3,3,1450.0
350.0,16,3.61,113.0,6,5,5,5,1200.0
200.0,10,4.58,86.0,6,3,3,4,1120.0
165.0,13,1.52,68.54,3,2,2,3,645.0
100.0,8,2.51,30.0,1,1,1,1,400.0
119.52,21,0.56,85.37,4,3,3,4,734.18
60.0,2,1.91,45.7,1,2,2,2,360.0
73.0,9,1.32,59.39,2,3,3,2,488.0
80.0,3,2.28,27.5,1,1,1,1,270.0
100.0,9,2.3,53.0,1,2,2,2,392.0
103.0,1,3.68,54.0,3,2,2,2,688.0
75.0,10,3.13,57.0,3,3,3,2,545.0
180.0,9,2.82,80.0,3,2,2,3,675.0
76.8,11,1.1,48.0,1,2,2,2,431.8
130.0,11,3.33,58.0,2,2,2,2,450.0
200.0,5,2.91,74.0,3,3,3,3,650.0
53.0,2,7.16,45.76,2,2,2,2,451.66
145.0,18,2.91,81.0,4,3,3,4,671.5
110.0,2,4.84,62.0,2,2,2,3,556.3
90.0,14,1.69,70.0,5,3,3,3,720.0
105.0,7,7.09,69.1,5,3,3,3,730.36
90.0,8,3.26,30.0,4,1,1,1,650.0
330.0,6,4.17,145.0,7,3,3,6,1660.0
100.0,17,5.01,152.96,7,5,5,7,1650.0
170.0,12,3.66,82.0,6,3,3,4,1030.0
142.0,5,3.5,79.78,5,3,3,3,816.0
250.0,16,5.13,130.0,8,3,3,6,1800.0
135.15,2,6.55,55.0,3,2,2,2,549.06
60.0,10,9.43,27.59,2,1,1,1,414.39
110.0,17,1.85,48.0,1,2,2,2,405.0
145.0,26,8.17,110.13,8,5,5,5,2200.0
249.0,7,7.69,99.39,9,4,4,4,2734.0
90.0,34,3.33,31.0,4,1,1,1,670.0
154.0,13,2.89,61.66,2,3,3,3,496.0
105.0,7,2.9,67.0,3,3,3,3,664.0
160.0,17,3.23,87.0,5,3,3,4,790.0
289.0,19,5.78,128.5,8,5,5,6,2215.0
111.0,10,2.0,83.5,2,3,3,4,480.0
150.0,9,3.57,68.0,4,2,2,3,720.0
200.0,7,4.76,83.0,4,3,3,4,825.0
150.0,25,3.9,61.0,3,2,2,3,640.0
120.0,11,5.03,47.0,3,2,2,2,588.0
120.0,6,0.93,50.86,2,2,2,2,430.0
110.0,13,3.19,40.0,1,2,2,1,395.0
200.0,19,5.16,120.0,9,4,4,5,2350.0
150.0,14,3.33,71.0,3,3,3,3,653.0
120.0,6,3.23,53.0,3,1,1,2,450.0
165.0,3,1.85,81.13,2,2,2,4,475.0
160.0,15,0.0,90.16,5,3,3,4,935.0
164.0,8,7.56,82.0,7,3,3,4,1693.3
140.0,13,2.86,67.0,3,3,3,3,575.0
53.0,10,3.01,61.03,1,3,3,3,419.0
108.0,3,1.33,53.3,2,3,3,2,458.0
53.0,2,4.67,68.0,3,3,3,3,587.0
400.0,12,6.08,147.0,8,3,3,6,2164.0
73.0,7,3.42,57.0,1,3,3,2,422.0
110.0,8,5.69,61.64,2,3,3,3,570.0
187.0,6,8.22,57.5,3,1,1,2,687.0
176.0,15,3.15,62.5,2,3,3,3,520.0
90.0,7,2.79,51.17,2,2,2,2,450.0
73.0,2,-1.47,43.13,1,1,1,2,311.94
155.0,11,2.85,62.24,2,2,2,3,527.6
235.0,20,4.46,83.67,6,3,3,4,1247.21
160.0,8,3.45,75.86,3,1,1,3,609.0
73.0,4,0.54,46.29,1,2,2,2,404.0
119.0,9,1.85,58.4,2,3,3,2,462.0
200.0,12,0.38,105.0,3,4,4,5,690.0
100.0,9,3.15,62.0,5,2,2,3,750.0
225.0,10,4.29,100.0,6,4,4,4,1050.0
150.0,16,6.65,68.0,5,2,2,3,840.0
200.0,20,5.53,109.0,6,3,3,5,1150.0
550.0,9,2.45,300.0,8,5,5,7,2350.0
163.69,3,3.64,71.17,2,3,3,3,608.5
124.0,14,0.0,62.0,1,2,2,3,369.0
250.0,20,4.16,73.0,6,2,2,3,1130.0
250.0,14,1.62,139.0,6,5,5,6,1195.0
83.77,19,0.54,76.15,2,3,3,3,395.98
150.0,22,1.81,160.0,5,5,5,7,770.0
122.36,6,5.38,35.0,4,1,1,1,646.36
150.0,10,4.76,50.0,6,2,2,2,1090.0
500.0,12,3.19,220.0,8,7,5,7,2450.0
100.0,9,5.0,41.5,3,1,1,2,595.0
50.0,11,8.23,72.0,5,2,2,3,750.0
206.0,16,11.22,90.19,6,2,2,4,1049.0
175.0,6,4.0,73.0,5,2,2,3,835.0
120.0,1,4.41,76.1,5,3,3,3,740.0
90.0,2,7.18,36.0,2,1,1,1,489.0
90.0,4,0.91,47.0,1,2,2,2,390.0
200.0,23,1.59,120.0,6,4,4,5,1150.0
70.0,4,1.1,64.47,3,2,2,3,570.0
124.0,8,0.39,56.3,1,2,2,2,403.0
91.0,2,5.23,35.08,3,1,1,1,565.0
150.0,3,3.81,112.0,6,4,4,5,1100.0
90.5,1,1.85,45.0,1,2,2,2,317.5
170.0,6,0.9,77.39,2,3,3,3,550.0
65.0,17,1.85,56.9,2,3,3,2,430.0
113.0,16,0.0,56.0,1,2,2,2,365.0
221.0,8,3.55,41.0,3,2,2,2,711.0
93.0,6,4.96,42.35,2,3,3,2,481.0
120.0,10,1.3,57.5,2,2,2,2,520.0
120.0,5,1.05,48.07,2,2,2,2,470.0
95.0,21,3.13,45.0,2,2,2,2,410.0
100.0,14,4.37,28.0,4,1,1,1,675.0
170.0,7,1.56,62.0,2,2,2,3,530.0
40.0,4,3.85,33.47,1,1,1,1,330.0
69.8,12,1.89,57.21,1,3,3,2,425.1
145.0,9,2.45,76.0,4,3,3,3,705.0
90.0,3,2.19,77.0,3,3,3,3,599.0
85.0,7,3.64,38.01,1,2,2,1,280.0
180.0,6,3.5,113.0,7,4,4,5,1250.0
225.0,16,5.83,81.43,7,2,2,4,1375.0
200.0,13,4.38,91.0,6,3,3,4,1130.0
112.0,6,5.75,46.0,2,2,2,2,503.0
160.0,10,3.99,124.0,6,5,5,6,1050.0
200.0,15,2.0,92.52,5,3,3,4,845.0
373.0,19,5.0,124.55,7,4,4,6,1868.0
170.0,8,0.0,80.0,2,2,2,3,505.0
240.0,16,1.59,105.0,4,3,3,5,830.0
70.0,21,2.97,55.0,2,3,3,2,400.0
145.0,10,4.62,58.91,3,2,2,2,590.0
250.0,5,6.12,89.0,7,3,3,4,1350.0
120.0,8,2.53,52.0,2,2,2,2,470.0
120.0,9,3.08,114.0,5,4,4,5,800.0
155.0,2,2.46,87.0,6,3,3,4,1050.0
88.0,7,4.81,54.0,3,2,2,2,612.06
120.0,14,2.56,62.0,4,3,3,3,680.0
110.0,14,3.45,40.0,2,2,2,1,505.0
0.0,9,4.62,38.0,4,1,1,1,600.0
215.0,9,4.22,80.18,5,3,3,3,904.0
105.0,10,1.79,56.0,1,2,2,2,413.0
80.0,5,3.25,79.0,4,3,3,3,770.0
50.0,10,4.49,34.41,1,2,2,1,325.0
133.0,9,3.25,68.25,4,2,2,3,713.0
422.0,18,1.82,192.0,7,4,4,7,1766.0
97.07,13,0.0,126.07,4,4,4,6,601.35
134.0,5,1.82,53.43,2,2,2,2,479.0
165.0,11,3.31,85.0,3,3,3,4,655.0
70.0,7,2.0,55.0,1,2,2,2,290.0
93.79,8,5.11,42.63,2,2,2,2,439.09
40.0,2,1.85,32.65,1,1,1,1,240.0
220.0,4,3.57,100.0,7,4,4,4,1350.0
290.0,17,2.88,116.7,7,4,4,5,1653.7
70.0,6,2.14,61.0,1,2,2,3,395.0
75.0,10,5.02,21.0,3,1,1,1,515.0
147.0,4,2.75,70.75,3,3,3,3,695.79
200.0,15,6.33,97.0,6,3,3,4,1150.0
250.0,9,3.84,110.0,6,3,3,5,1130.0
210.0,31,6.15,100.0,4,3,3,4,730.0
270.0,2,7.08,90.0,8,4,4,4,1840.0
280.0,14,4.94,145.0,7,4,4,6,1500.0
200.0,10,0.0,90.0,2,3,3,4,600.0
60.0,5,1.79,47.12,1,2,2,2,351.0
170.0,0,0.17,92.0,3,4,4,4,620.0
180.0,10,2.0,69.0,2,3,3,3,540.0
210.0,1,5.26,53.0,4,2,2,2,766.5
130.0,12,-0.2,65.0,2,3,3,3,490.0
180.0,9,2.53,83.9,5,3,3,4,920.0
70.0,8,2.76,67.33,2,3,3,3,510.0
150.0,9,2.9,61.0,5,2,2,3,830.0
230.0,15,3.1,99.54,4,4,4,4,880.0
120.0,10,5.81,126.85,9,3,3,6,2940.0
105.0,11,0.2,47.93,1,2,2,2,335.0
170.0,0,4.59,107.0,7,3,3,5,1370.0
270.0,19,5.02,119.0,7,4,4,5,1370.0
151.0,19,0.54,69.0,2,2,2,3,498.0
130.0,7,3.49,29.9,1,1,1,1,395.0
137.39,7,1.59,53.83,2,2,2,2,524.97
350.0,9,4.0,160.0,7,4,4,7,1750.0
41.0,4,0.74,60.2,2,3,3,2,371.0
85.0,3,3.21,44.63,2,1,1,2,410.0
166.5,12,6.93,75.68,7,2,2,3,1559.51
180.0,15,5.62,101.96,7,3,3,5,1610.0
85.0,4,0.0,67.0,2,3,3,3,465.0
140.0,18,4.06,118.0,6,3,3,5,1170.0
150.0,3,1.92,72.88,3,3,3,3,590.0
175.0,15,4.66,92.0,5,4,4,4,955.0
120.0,22,4.92,50.57,1,2,2,2,399.0
131.18,9,4.24,109.32,6,4,4,5,951.08
160.0,8,2.9,64.0,4,2,2,3,714.0
220.0,4,3.97,80.0,6,4,4,3,1060.0
205.0,3,4.14,79.09,5,2,2,3,845.0
30.0,12,3.52,60.1,2,2,2,2,490.0
140.0,13,4.76,57.34,2,3,3,2,450.0
204.0,17,3.08,85.0,4,3,3,4,714.0
99.0,5,2.91,66.0,2,3,3,3,557.0
225.0,12,4.88,75.0,5,3,3,3,861.0
175.0,9,1.59,100.59,4,4,4,4,700.0
215.0,14,4.69,45.0,4,2,2,2,717.2
110.0,4,4.44,46.0,4,1,1,2,680.0
200.0,10,5.19,80.0,5,3,3,3,850.0
160.0,1,4.08,79.9,3,3,3,3,580.0
170.0,24,5.33,54.68,6,2,2,2,1020.0
200.0,10,0.79,79.0,2,4,4,3,530.0
51.0,6,4.48,23.03,1,1,1,1,264.0
67.0,8,-1.3,58.14,1,3,3,2,244.0
75.0,6,1.49,58.0,2,3,3,2,477.0
275.0,20,5.03,160.0,9,5,5,7,2775.0
300.0,3,4.11,180.0,6,5,5,7,1250.0
137.0,16,1.89,62.06,2,3,3,3,465.0
45.0,5,3.78,32.74,1,1,1,1,196.0
100.0,14,3.95,46.0,2,2,2,2,460.0
70.0,8,1.37,60.4,2,3,3,2,470.0
150.0,16,3.2,67.24,3,3,3,3,620.0
150.0,2,3.62,65.0,3,3,3,3,630.0
150.0,7,4.82,52.0,3,2,2,2,640.0
80.0,14,3.54,79.5,5,2,2,3,830.0
175.0,8,2.67,95.0,7,2,2,4,1220.0
96.03,3,4.27,71.53,3,3,3,3,647.93
110.0,7,5.1,35.0,4,1,1,1,620.0
130.0,13,1.78,54.0,4,2,2,2,685.0
168.0,7,0.0,73.0,2,3,3,3,555.0
351.0,15,5.51,161.76,7,3,3,7,1600.0
0.0,7,1.4,50.0,6,2,2,2,810.0
240.0,16,3.64,105.14,7,4,4,5,1290.0
250.0,9,5.94,110.0,7,4,4,5,1350.0
200.0,12,5.0,120.0,6,3,3,5,1160.0
113.0,13,0.0,51.55,1,2,2,2,371.0
77.0,8,3.4,40.13,2,1,1,1,496.83
380.0,29,4.76,200.0,8,5,5,7,1980.0
150.0,4,2.56,52.76,4,2,2,2,674.0
100.0,10,2.15,95.0,4,3,3,4,800.0
412.22,18,3.11,130.0,7,5,5,6,1662.22
57.0,8,0.97,51.25,1,2,2,2,380.0
160.0,11,0.0,80.0,2,4,4,3,560.0
110.0,8,4.32,47.63,2,1,1,2,420.0
110.0,9,2.74,89.1,5,3,3,4,850.0
100.0,9,3.79,57.7,3,2,2,2,550.0
180.0,10,1.55,107.0,4,4,4,5,695.0
56.9,4,4.45,23.71,1,1,1,1,317.0
93.0,15,0.0,46.42,1,2,2,2,343.0
25.0,11,4.45,35.74,1,1,1,1,357.0
140.0,7,2.0,70.99,2,3,3,3,520.0
122.0,6,0.79,61.0,2,2,2,3,429.0
130.0,36,0.39,64.17,2,3,3,3,450.0
160.0,5,0.0,79.44,3,3,3,3,630.0
191.0,6,3.66,45.67,2,2,2,2,509.0
180.0,5,4.76,77.0,5,2,2,3,900.0
290.0,17,3.96,93.0,7,2,2,4,1470.0
127.0,4,2.27,43.87,1,1,1,2,355.0
70.0,10,1.32,57.21,1,3,3,2,419.0
140.0,16,4.84,63.0,2,3,3,3,570.0
90.0,3,4.17,27.0,2,1,1,1,439.0
210.0,20,2.19,86.7,7,3,3,4,1490.0
200.0,8,4.37,42.96,6,2,2,2,1010.0
129.35,7,5.0,72.87,5,2,2,3,863.85
92.91,4,6.2,30.49,2,1,1,1,427.12
166.0,15,1.82,59.67,2,3,3,2,513.0
230.0,8,1.61,77.8,4,3,3,3,800.0
150.0,33,1.82,72.0,2,2,2,3,530.0
150.0,6,0.87,62.46,2,3,3,3,520.0
180.0,13,3.98,84.0,6,3,3,4,1045.0
120.0,11,5.52,60.0,4,2,2,2,600.0
95.0,10,2.78,70.48,3,3,3,3,595.0
160.0,18,3.33,72.04,2,3,3,3,540.0
90.0,4,4.44,83.0,6,3,3,4,1075.0
220.0,8,2.19,82.15,7,3,3,4,1300.0
280.0,4,1.54,105.4,4,4,4,5,860.0
210.0,10,3.49,101.74,6,3,3,5,1045.0
94.0,19,5.92,56.5,5,2,2,2,913.5
61.0,4,2.64,78.07,4,2,2,3,569.0
464.0,19,6.13,154.29,8,3,3,7,2006.9
100.0,13,2.94,56.0,2,2,2,2,430.0
305.0,11,4.16,121.92,7,4,4,6,1402.0
200.0,19,7.97,65.0,6,2,2,3,1199.0
66.5,4,2.52,61.17,1,2,2,3,317.5
195.0,8,2.94,86.0,5,4,4,4,840.0
200.0,13,3.3,72.0,3,3,3,3,700.0
178.0,19,4.48,77.0,3,3,3,3,688.0
300.0,11,4.69,60.0,7,2,2,2,1600.0
0.0,7,7.37,61.0,7,2,2,3,1390.0
200.0,4,4.76,86.5,6,3,3,4,1050.0
150.0,6,1.89,93.4,1,3,3,4,500.0
270.0,12,1.75,70.0,4,2,2,3,860.0
200.0,17,3.39,63.13,2,2,2,3,575.0
350.0,16,4.78,95.0,7,3,3,4,1400.0
180.0,17,5.62,92.35,6,3,3,4,1080.0
263.0,11,5.17,94.1,7,3,3,4,1498.0
160.0,11,2.11,60.0,1,2,2,2,430.0
160.0,3,2.08,67.35,2,3,3,3,480.0
130.0,1,0.0,43.83,2,1,1,2,460.0
170.0,15,5.25,95.0,6,3,3,4,1120.0
60.0,8,4.06,90.0,6,2,2,4,1060.0
120.0,11,6.15,51.0,4,2,2,2,660.0
84.0,6,0.0,36.0,1,2,2,1,299.0
45.0,2,3.0,29.0,1,1,1,1,240.0
177.0,12,4.83,70.3,5,2,2,3,894.0
60.0,2,1.1,56.55,3,2,2,2,581.0
145.0,8,5.87,55.0,4,3,3,2,705.0
340.0,13,3.6,80.0,6,2,2,3,1155.0
75.0,10,0.0,55.0,1,3,3,2,359.0
180.0,12,0.97,96.0,3,3,3,4,695.0
80.0,6,3.02,60.0,2,3,3,2,430.0
245.0,16,4.9,65.0,7,2,2,3,1343.5
155.0,6,3.03,50.0,2,2,2,2,505.0
60.0,11,1.28,40.06,1,1,1,1,350.0
30.0,5,1.0,31.6,1,1,1,1,225.0
180.0,12,4.46,68.86,4,3,3,3,730.0
100.0,11,4.2,59.0,5,2,2,2,800.0
160.0,16,5.78,75.39,5,3,3,3,965.0
65.0,6,1.39,75.94,3,4,4,3,611.0
95.0,2,2.2,77.53,3,2,2,3,668.15
140.0,5,4.65,53.0,2,2,2,2,540.0
195.0,11,1.59,75.0,4,3,3,3,720.0
50.0,8,0.67,33.2,1,1,1,1,310.0
150.0,0,3.65,58.0,4,2,2,2,675.0
100.0,11,3.47,30.9,2,1,1,1,500.0
108.0,11,5.32,66.49,4,3,3,3,707.0
170.0,4,3.57,78.0,3,3,3,3,574.04
190.0,8,2.0,72.0,2,4,4,3,575.0
200.0,8,1.89,86.0,2,4,4,4,560.0
160.0,14,7.68,97.0,7,3,3,4,1327.0
200.0,1,4.52,114.0,7,3,3,5,1350.0
60.0,2,3.32,38.0,1,1,1,1,350.0
142.0,1,4.3,63.0,5,2,2,3,772.0
150.0,15,1.38,62.0,3,2,2,3,584.0
115.0,1,4.76,63.87,3,2,2,3,625.0
220.0,5,2.47,83.0,5,3,3,4,880.0
100.0,1,10.1,60.0,5,2,2,2,799.0
82.0,6,2.42,74.0,2,2,2,3,452.0
50.0,13,3.77,45.4,1,2,2,2,340.0
150.0,5,4.09,27.0,5,1,1,1,760.0
180.0,8,5.05,57.0,6,2,2,2,990.0
80.0,8,3.64,61.0,1,3,3,3,380.0
134.0,22,1.28,55.95,2,2,2,2,481.0
129.0,9,3.47,63.16,4,3,3,3,715.0
200.0,14,2.9,74.0,4,3,3,3,710.0
230.0,6,2.94,100.0,5,3,3,4,980.0
65.0,6,2.04,23.38,1,1,1,1,200.0
45.0,8,2.4,47.57,1,2,2,2,343.0
90.0,5,1.49,23.0,1,1,1,1,310.0
161.5,5,5.09,52.0,7,2,2,2,1600.0
180.0,7,3.71,76.0,4,3,3,3,780.0
100.0,13,1.69,88.43,4,4,4,4,750.0
187.0,5,2.08,68.83,1,3,3,3,472.64
104.0,7,4.09,58.77,3,1,1,2,614.0
177.0,8,6.83,75.96,5,2,2,3,995.0
113.24,13,1.67,76.0,3,3,3,3,646.76
126.5,3,1.19,55.0,1,3,3,2,391.13
100.0,4,2.18,50.0,3,2,2,2,550.0
60.0,14,3.02,60.0,2,2,2,2,380.0
70.0,14,6.02,47.0,4,1,1,2,655.0
120.0,18,1.45,44.92,2,2,2,2,450.0
230.0,17,4.66,88.0,7,3,3,4,1280.0
136.4,26,8.41,62.0,7,2,2,3,1190.4
150.0,4,5.35,69.0,2,4,4,3,545.0
270.0,12,2.45,108.91,7,4,4,5,1496.0
180.0,11,3.91,86.0,5,2,2,4,840.0
132.0,8,3.63,82.0,2,3,3,4,593.0
80.0,3,2.53,65.5,1,3,3,3,342.0
200.0,7,3.9,88.0,5,3,3,4,992.0
400.0,22,4.53,142.11,8,5,5,6,2100.0
170.0,13,2.35,98.0,5,4,4,4,930.0
60.0,1,1.96,49.97,1,1,1,2,335.0
210.0,32,4.98,137.0,7,6,5,6,1346.0
76.0,10,3.97,50.0,1,2,2,2,420.0
75.0,12,3.28,47.0,1,2,2,2,425.0
50.0,4,4.6,31.55,3,1,1,1,468.98
140.0,7,3.49,58.0,5,2,2,2,750.0
300.0,16,3.44,88.0,3,3,3,4,760.0
145.0,13,2.88,57.3,4,2,2,2,690.0
40.0,16,4.01,45.0,3,1,1,2,590.0
195.0,21,5.63,72.0,5,2,2,3,915.0
170.0,1,3.2,80.0,2,3,3,3,550.0
95.0,7,4.51,40.0,2,2,2,1,415.0
220.0,2,1.59,86.0,4,3,3,4,740.0
107.0,7,0.78,40.91,1,2,2,1,342.0
75.5,4,1.37,55.8,3,2,2,2,553.0
180.0,8,3.81,52.0,5,2,2,2,860.0
80.0,10,2.34,61.24,2,3,3,3,472.0
75.0,4,0.48,60.2,2,3,3,2,520.0
96.0,2,0.34,41.9,1,2,2,2,327.0
350.0,29,4.81,157.0,8,5,5,7,2156.0
170.0,1,4.45,82.0,5,3,3,4,790.0
75.0,9,2.38,30.0,1,1,1,1,375.0
230.0,10,3.9,70.0,5,2,2,3,1000.0
100.0,14,3.7,100.0,5,4,4,4,900.0
55.0,4,0.52,72.9,2,4,4,3,572.0
178.0,5,2.45,89.0,5,3,3,4,934.5
208.6,2,2.33,90.37,3,4,4,4,685.0
55.0,7,5.03,51.74,3,2,2,2,494.79
120.0,17,3.44,56.0,3,2,2,2,588.0
346.0,10,3.58,109.0,8,4,4,5,2090.0
94.0,11,4.29,46.0,1,2,2,2,370.0
120.0,10,0.72,62.16,2,2,2,3,430.0
136.0,0,4.08,62.36,4,2,2,3,725.0
205.0,12,6.62,89.9,8,3,3,4,1755.0
165.0,9,2.01,74.0,4,3,3,3,750.0
154.0,8,3.35,50.75,3,2,2,2,617.2
85.0,1,4.78,35.0,1,1,1,1,305.0
80.0,4,4.96,25.0,2,1,1,1,450.0
267.45,10,4.68,106.98,6,2,2,5,1123.45
110.0,7,0.19,52.15,1,1,1,2,370.0
140.0,10,4.48,71.11,3,2,2,3,567.0
80.0,8,4.48,26.0,2,1,1,1,420.0
68.0,7,2.26,48.0,1,2,2,2,400.0
122.87,20,0.74,58.42,1,3,3,2,391.87
147.0,10,3.1,56.93,2,2,2,2,566.0
175.0,10,1.72,70.0,4,2,2,3,765.0
140.0,0,4.23,65.0,4,2,2,3,690.0
130.0,14,1.82,63.0,2,3,3,3,450.0
100.0,1,3.64,86.0,3,3,3,4,620.0
140.0,5,3.9,85.53,5,4,4,4,864.0
43.0,3,2.17,37.33,1,1,1,1,351.0
110.0,15,1.92,76.0,3,2,2,3,560.0
90.0,4,3.51,77.0,3,3,3,3,690.0
160.0,9,0.59,71.94,2,3,3,3,540.0
190.0,6,3.23,58.5,3,2,2,2,640.0
91.19,20,6.22,54.55,4,1,1,2,637.69
267.5,15,5.46,107.0,7,3,3,5,1334.5
282.0,25,4.37,128.13,7,4,4,6,1481.0
140.0,5,5.68,58.0,4,2,2,2,730.0
165.0,4,2.45,76.0,5,3,3,3,826.0
158.0,7,3.0,76.12,5,3,3,3,955.59
67.0,2,1.67,51.59,1,2,2,2,425.75
130.0,14,0.0,63.0,1,3,3,3,393.0
150.0,12,0.59,45.0,4,2,2,2,700.0
80.0,12,2.78,29.5,1,1,1,1,265.0
100.0,6,6.85,43.0,2,1,1,2,449.0
180.0,12,7.79,94.0,8,3,3,4,1830.0
60.0,8,4.16,68.0,3,2,2,3,542.0
101.0,4,8.05,38.48,4,1,1,1,604.0
198.0,16,1.71,75.99,6,3,3,3,1109.0
152.0,5,2.82,79.0,5,3,3,3,808.3
75.0,4,4.06,52.5,1,2,2,2,365.0
170.0,10,4.45,113.0,7,3,3,5,1330.0
50.0,5,3.75,38.0,2,1,1,1,500.0
60.0,4,3.39,62.62,2,3,3,3,435.0
220.0,3,1.82,67.8,2,3,3,3,615.0
187.92,2,7.65,87.0,7,4,4,4,1462.47
75.0,6,0.0,65.0,2,3,3,3,540.0
0.0,11,1.54,92.0,7,3,3,4,1430.0
25.0,1,1.59,32.0,1,1,1,1,235.0
120.0,6,7.21,46.0,5,1,1,2,820.0
160.0,2,5.24,55.0,5,2,2,2,900.0
100.0,17,0.0,58.0,1,2,2,2,362.0
36.0,9,0.0,68.4,1,3,3,3,305.0
114.0,9,4.62,70.4,4,4,4,3,748.0
160.0,6,4.92,50.0,1,2,2,2,431.0
118.0,3,3.13,53.52,2,2,2,2,563.0
100.0,7,5.03,70.0,5,3,3,3,800.0
120.0,8,2.51,65.0,3,3,3,3,600.0
198.0,3,1.92,73.62,3,3,3,3,631.0
65.0,3,2.15,59.21,2,3,3,2,480.0
325.0,21,1.1,138.0,7,5,5,6,1725.0
184.0,2,3.96,84.54,5,3,3,4,818.0
130.0,12,10.65,66.53,7,2,2,3,1520.48
100.0,5,3.76,94.0,6,3,3,4,1050.0
170.0,1,4.79,93.0,5,4,4,4,900.0
120.0,7,2.2,35.0,3,1,1,1,695.0
250.0,8,1.9,81.87,8,3,3,4,1925.0
242.0,2,4.24,81.45,7,3,3,4,1372.0
280.0,9,4.0,102.42,5,4,4,5,997.0
170.0,5,3.8,69.0,3,3,3,3,653.0
180.0,11,5.08,70.0,4,3,3,3,730.0
180.0,31,5.42,65.1,6,2,2,3,1068.0
110.0,16,3.45,85.5,2,3,3,4,626.45
180.0,21,4.87,47.0,7,2,2,2,1380.0
261.0,7,5.08,97.0,7,4,4,4,1512.0
236.83,27,5.04,102.97,6,3,3,5,1112.08
260.0,12,2.08,96.0,4,4,4,4,810.0
150.0,3,4.1,72.0,4,3,3,3,680.0
183.0,12,3.05,85.12,4,3,3,4,757.56
275.0,20,3.12,100.0,6,3,3,4,1215.0
140.0,17,9.91,139.4,8,2,2,6,2169.54
130.0,6,0.0,59.39,1,2,2,2,399.0
75.0,6,5.38,32.07,1,1,1,1,374.0
100.0,13,6.23,69.5,7,2,2,3,1580.0
50.0,1,0.0,40.0,1,2,2,1,320.0
60.0,9,1.59,49.0,2,2,2,2,460.0
120.0,10,0.56,57.0,1,2,2,2,375.0
128.97,12,-2.22,57.3,2,3,3,2,433.97
170.0,12,3.77,93.31,5,3,3,4,806.0
190.0,24,7.54,59.0,8,2,2,2,1750.0
170.0,1,0.0,87.4,3,2,2,4,617.0
150.0,6,0.75,76.0,2,3,3,3,485.0
250.0,16,5.56,143.0,9,4,4,6,3250.0
80.0,22,2.17,105.0,3,3,3,5,575.0
192.0,10,8.75,85.4,5,3,3,4,934.0
101.48,15,2.08,18.45,2,1,1,1,478.97
210.0,6,1.75,61.0,1,2,2,3,470.0
97.0,12,7.59,68.52,6,2,2,3,947.0
40.0,11,1.35,44.0,2,2,2,2,547.0
120.0,2,0.0,50.33,1,2,2,2,370.0
150.0,13,3.41,113.0,7,4,4,5,1300.0
170.0,20,0.0,77.0,3,2,2,3,593.0
160.0,14,3.58,85.0,4,3,3,4,740.0
200.0,20,4.6,125.0,7,4,4,6,1350.0
147.0,25,0.56,67.0,2,3,3,3,496.0
200.0,8,1.99,91.0,7,3,3,4,1327.0
168.0,8,-0.18,70.2,2,4,4,3,555.0
130.0,4,3.8,60.5,2,3,3,2,514.18
83.0,8,2.04,37.91,1,1,1,1,278.0
240.0,12,0.75,54.1,4,2,2,2,800.0
127.0,5,0.96,50.38,1,2,2,2,417.0
0.0,22,5.63,68.0,8,2,2,3,1700.0
130.0,8,0.59,55.19,1,2,2,2,450.0
163.0,6,8.28,64.9,7,2,2,3,1266.3
113.0,3,2.53,75.69,3,3,3,3,671.55
110.0,13,4.3,70.0,5,2,2,3,905.0
78.34,4,1.81,71.22,2,3,3,3,502.1
195.0,5,6.82,116.3,7,4,4,5,1525.0
100.0,5,2.58,42.0,1,1,1,2,352.0
250.0,16,5.2,58.0,7,2,2,2,1370.0
240.0,14,3.66,95.0,6,3,3,4,1180.0
133.0,6,7.51,72.42,6,3,3,3,1093.48
82.1,4,2.31,57.0,1,2,2,2,358.79
205.5,8,2.91,71.0,4,2,2,3,738.0
137.0,13,3.74,63.0,3,3,3,3,603.0
100.0,9,6.58,61.57,3,3,3,3,595.0
100.0,10,3.39,32.0,1,2,2,1,400.0
130.0,13,5.41,83.97,4,3,3,4,639.0
75.0,17,-1.06,57.0,1,2,2,2,425.0
110.0,15,3.79,54.0,4,1,1,2,700.0
240.0,9,1.79,120.0,5,4,4,5,920.0
240.0,4,3.49,80.0,5,3,3,3,990.0
140.0,20,2.7,70.0,3,2,2,3,630.0
350.0,24,4.77,150.0,9,5,5,6,2600.0
200.0,10,5.74,77.5,7,3,3,3,1610.0
170.0,11,0.0,78.0,2,3,3,3,540.0
150.0,13,4.89,100.0,5,3,3,4,950.0
300.0,16,4.99,122.0,6,4,4,6,1249.0
290.0,4,4.75,85.0,8,3,3,4,1859.0
63.0,9,0.36,59.89,2,3,3,2,435.0
99.0,7,5.88,68.0,2,3,3,3,499.0
230.0,7,4.86,53.25,5,2,2,2,922.25
70.0,1,3.39,57.0,2,2,2,2,395.0
70.0,7,0.0,69.92,2,4,4,3,469.0
